㐀	一卝
𧝅	一口羽衤𠆢亼合翕
𧝆	旡旡曰衤朁
𧝇	弓衤貝弗費
𧝈	灬衤隹焦
𧝉	衤黹
𧝊	戈衤音戠
𧝋	亠口子攵衤享敦
𧝌	⺈勹灬衤
𧝍	⺼工衤阝𠂇左隋
𧝎	立衤里童
𧝏	厂禾禾衣厤秝
𧝐	丷亠冖口巾衤啻帝
𧝑	工工工工衣㠭
𧝒	衤黃
𧝓	十日衤覀早覃
𧝔	虍衤虛
𧝕	囗衣韋圍
𧝖	囗衣韋圍
𧝗	亠口子攵衣享敦
𧝘	臼衣衤
𧝙	一丷丿土目衤䒑着𦍌
𧝚	一丶九大癶衣丸天癸
𧝛	亻衣鬼傀
𧝜	丷大小日衤尞昚𡗜
𧝝	⺈束衤贝负赖
𧝞	人幺幺戈衤幾𢆶
𧝟	⺌冂口攵衣冋尚敞
𧝠	⺼一一丨丨攵衤卄散龷
𧝡	一口衤𠆢𥫗亼合答
𧝢	丷二人舟衣夫龹
𧝣	工工工工衣㠭
𧝤	八斤衤其斯
𧝥	亻衣馬傌
𧝦	刂厂止歹衣列裂
𧝧	丷戈衤单
𧝨	刀口衤言召詔
𧝩	十彳目衤𠂆循盾𥃭
𧝪	土寸衤西垔
𧝫	冖巾廿廿衤𠦜
𧝬	丷八巾攵衣㡀敝
𧝭	丷大衤貝𡗜
𧝮	勹心米衤匊
𧝯	耳衣衤
𧝰	㇉一丿冂衤釆丂
𧝱	㔾一井八宀衤寋𠀎𡨄
𧝲	虍衤豕豦
𧝳	攵方白衤放敫
𧝴	⺊一又小目衤上叔尗督
𧝵	世木艹衤枼葉
𧝶	人勹曰艹衤𠃊亾匃曷葛
𧝷	土殳臼衣毀
𧝸	乡亠衤隹雍
𧝹	⺄⺼亠十口衣𠃊亡卂𦝠
𧝺	木木矛衣林楙
𧝻	廾火舟衣灷
𧝼	刂示衤覀剽票
𧝽	人勹曰欠衤𠃊亾匃曷歇
𧝾	凵干爫衣
𧝿	一二田田衤三畕畺
𧞀	又立臣衤臤
𧞁	一大衤韭䪞天
𧞂	羽臼衣
𧞃	口尸衤辛辟𡰪
𧞄	㇉一一丿冂衤釆丂亏粵
𧞅	土羊衤辶達𦍒
𧞆	羊衤言詳
𧞇	冖夊心爫衤愛𢖻
𧞈	一又日爫衣𠂇友暖爰
𧞉	木木矛衣林楙
𧞊	刀牛衤角解
𧞋	一丷广衤䒑兼廉
𧞌	八灬罒衤
𧞍	宀示衤察祭
𧞎	⺕工心爫衤㥯𤔌
𧞏	⺕一一八衤与與𦥑
𧞐	斤衣𠁁斲
𧞑	一冂衤豕冡𠔼
𧞒	冖士殳禾衣
𧞓	衤齊
𧞔	厶土皿艹衤去盍蓋
𧞕	大瓦而衣㼲耎
𧞖	山立而衤端耑
𧞗	斤衣𠁁斲
𧞘	尸衤辶
𧞙	土瓦衣西垔甄
𧞚	丷二亠人舟衣夫龹
𧞛	十戈衤隹截𢦏
𧞜	⺕口士衣吉𦥑
𧞝	冖厂巾廿廿衤𠦜
𧞞	⺼匕匕厶灬衤䏍熊能
𧞟	⺈厂口士比衤厃吉
𧞠	丿乀十自衣乂臯𠦂
𧞡	女衣鳥
𧞢	冖衣豕
𧞣	⺼厂日犬衤厭猒肰
𧞤	又艹衤隹隻
𧞥	儿冂口女爫衣冏妥裔𦉪
𧞦	⺈⺌囗灬衤
𧞧	灬衤鹿麃
𧞨	匸口口口欠衤區吅品歐
𧞩	小戈衤隹雀𢧵
𧞪	人囗巛衤囚巤
𧞫	又臣衤豆臤豎
𧞬	十戈衤韭韯𢦏
𧞭	田田田衤畾
𧞮	丶衣言豕諑豖
𧞯	灬衣鹿麃
𧞰	⺊一丿小心戈衤上尗戊戚
𧞱	衤鹿𧘇
𧞲	一一二人白白衤夫百百皕𠁗
𧞳	⺕勹十灬衤𦥑
𧞴	冂口土衣言周調
𧞵	厂禺艹衤厲萬
𧞶	衤馬𥫗篤
𧞷	罒衣衤眔褱
𧞸	一丨口衤貝辶中貴遺
𧞹	冖士殳衣豕
𧞺	冖士束殳衣
𧞻	口口工己爻衣吅𤕦
𧞼	一井八宀衣衤褰𠀎𡨄
𧞽	尸牛衤辶犀遲
𧞾	犬衤黑默
𧞿	厂止禾禾衤厤歷秝
𧟀	口口戈衤吅單戰
𧟁	一丷廾衤馬并开駢
𧟂	一二弓田田衤三彊畕畺
𧟃	儿冂口山衤隹冏崔巂𦉪
𧟄	一井亠口口衤𧘇吅襄𠀎
𧟅	儿冂囗士衤貝四囧𧷗
𧟆	灬艹衤廌薦
𧟇	衤龠
𧟈	⺕㐅一丿囗火衤囟龱𤐫𦥑
𧟉	月衤門𥫗閒𥳑
𧟊	凵大屮日米衤㬥出𣅽
𧟋	一人皿臣艹衤監臥藍
𧟌	糹罒衤隹維羅
𧟍	⺼匕匕厶灬罒衤䏍熊羆能
𧟎	儿八冂囗土衤貝四囧圥𡍬𧸇
𧟏	糸糹衣言䜌絲
𧟐	一虫衤爾
𧟑	一井八宀衤馬騫𠀎𡨄
𧟒	⺕㐅丿囗衤辰䢅䢉囟龱𦥑
𧟓	一丨厂口口攵耳衤丅吅嚴敢𠪚
𧟔	曰東東衤㯥𣍘
𧟕	一夕宀田田田衤宐畾疉
𧟖	十戈衤韭𥫗韯𢦏
𧟗	十糸糹衤言䜌絲
𧟘	一井冖口口衤𧘇吅囊𠀎
𧟙	人人口口口工衤雨从巫霝靈
𧟚	一艹虫衤爾薾
𧟛	⺕乚立立衣衣竝𦥑
𧟜	丷丷丷丷未未未未衤来来来来
𧟝	又目目衤金隹䀠瞿矍钁
𧟞	⺕乚立立衣衣衤竝𦥑
𧟟	衣龍龍龖
𧟠	一覀
𧟡	一覀
𧟢	⺄西
𧟣	几覀
𧟤	廾覀
𧟥	廾覀
𧟦	一覀丌
𧟧	丶大覀太
𧟨	丿廾覀升
𧟩	月覀
𧟪	玉西
𧟫	一亅口西丁可
𧟬	丘覀
𧟭	十戈西𢦏
𧟮	囗覀
𧟯	㇉一八土西丂兮垔
𧟰	丿丿勹女覀勿要
𧟱	卩又月襾服𠬝
𧟲	一手覀
𧟳	手月覀𦙚
𧟴	覀金
𧟵	卩又月覀服𠬝
𧟶	手月覀𦙚
𧟷	一一丨丨二二西三三丰丰
𧟸	一亻白覀佰百
𧟹	十口日覀
𧟺	一一丨丨冖王龴𠆢亼令玲
𧟻	⺊十日襾卓早
𧟼	土土火覀圭烓
𧟽	⺼匕匕厶覀䏍能
𧟾	一丨丨冖王缶珤
𧟿	八冂土王覀
𧠀	一丨攵耳？丅敢
𧠁	艹西華
𧠂	厂攵覀言
𧠃	口口夊彳襾𠂉吕
𧠄	耳覀革
𧠅	夊彳日邑𠂉？复復
𧠆	儿自
𧠇	儿𠃊
𧠈	又見
𧠉	也見
𧠊	一冂見𠔼
𧠋	廾見
𧠌	廾見
𧠍	⺄十見
𧠎	一巾見巿
𧠏	㔾厂見厄
𧠐	乛亅見龴予
𧠑	毛見
𧠒	一士見壬
𧠓	人冂見
𧠔	爻見
𧠕	斗見
𧠖	牙見
𧠗	日見
𧠘	爪見
𧠙	爪見
𧠚	八刀見分
𧠛	止見
𧠜	厶口見台
𧠝	彡見𠆢㐱
𧠞	乙户見戹
𧠟	一氏見氐
𧠠	民見
𧠡	也見𠂉㐌
𧠢	且見
𧠣	疋見
𧠤	弓見弗
𧠥	見
𧠦	目見
𧠧	永見
𧠨	見𠂆𠂢
𧠩	一一丨丨八見共卄龷
𧠪	⺊一小見上尗
𧠫	至見
𧠬	人見𠃊㠩亾
𧠭	亠父見交
𧠮	口口見吅
𧠯	口士見吉
𧠰	亠見𠃊亡巟
𧠱	夕工見
𧠲	口囗見回
𧠳	冖爫見
𧠴	士寸見寺
𧠵	朿見
𧠶	月見𠂇有
𧠷	亠父見交
𧠸	又木見
𧠹	土土見圭
𧠺	儿見先
𧠻	見言
𧠼	口見告
𧠽	丿大宀見夭宎
𧠾	子爫見孚
𧠿	⺼彡見肜
𧡀	見豆
𧡁	山王見
𧡂	土火見
𧡃	厶宀見𠂇厷宏
𧡄	見豕
𧡅	丿大大見夭
𧡆	冫目見
𧡇	力田見男
𧡈	口王見呈
𧡉	見
𧡊	亻本見体
𧡋	厂土土見厓圭
𧡌	⺼户見肩
𧡍	東見
𧡎	儿臼見兒
𧡏	又又又又見叕
𧡐	口矢見知
𧡑	⺊匕日見㫐𠧢
𧡒	見𠂆𠂢
𧡓	冖又爫見受
𧡔	一一丨丨二冂見冄卄龷
𧡕	⺊一又小見上叔尗
𧡖	見隹
𧡗	丶廾王見主
𧡘	士示見
𧡙	廿火見炗
𧡚	十見直
𧡛	人人木見从來
𧡜	日月見明
𧡝	八見典
𧡞	亻土土見佳圭
𧡟	一一丷見䒑业並
𧡠	凵十火見
𧡡	冖見車軍
𧡢	二宀曰見亘宣
𧡣	火禾見秋
𧡤	一丨丨冂户見卄扁𠕁
𧡥	一一丨丨八巳見共卄巷龷
𧡦	㠯丿廾見𠂤
𧡧	宀止見𦈢
𧡨	一日見龰是𤴓
𧡩	一又爫見𠂇友爰
𧡪	八匸甘見匹甚
𧡫	一大癶見天癸
𧡬	彡舟見䑣
𧡭	一日止見正
𧡮	木目見相
𧡯	月矢見䂓
𧡰	一日止見正
𧡱	見音
𧡲	一二人日見三春𡗗
𧡳	勹口爫見句
𧡴	丷束見柬
𧡵	大耳見耷
𧡶	日生見星
𧡷	缶見䍃
𧡸	見𠁁
𧡹	⺊人人囗見𠃊仌𠧪𠧴
𧡺	日老見耆
𧡻	一囗自見𦣻
𧡼	火臣見
𧡽	人人刀木見从來
𧡾	爫缶見
𧡿	未立見
𧢀	木覀見栗
𧢁	寸見辰辱
𧢂	匸殳矢見医殹
𧢃	女見婁
𧢄	示覀見票
𧢅	心見見覞
𧢆	一二人臼見三舂𡗗
𧢇	白羽見習
𧢈	口見門問
𧢉	見？
𧢊	欠見谷欲
𧢋	彡羽見𠆢㐱翏
𧢌	十自見臯𠦂
𧢍	丷八巾攵見㡀敝
𧢎	木木爻見林棥
𧢏	厂土土止見厓圭
𧢐	⺌丷囗日見曾
𧢑	日見門間
𧢒	一儿山彳攵見兀微𡵉𣁋
𧢓	一儿山彳攵見兀微𡵉𣁋
𧢔	朿見貝𧵩
𧢕	⺊人八冖目見
𧢖	一小弓艹見尔弥
𧢗	丶二刀見亞
𧢘	宀見貝𠃜賔
𧢙	灬皿見盡
𧢚	土廿見𡏳
𧢛	几几几目目目
𧢜	大木木爻見林棥樊
𧢝	厂禺艹見厲萬
𧢞	⺼户見見肩覞
𧢟	見齒
𧢠	山攵見隹崔
𧢡	一丿土山彳攵見徵𡈼
𧢢	見龠
𧢣	㐄又木木爻見林棥
𧢤	一儿山彳攵艹見兀微薇𡵉𣁋
𧢥	口口口見雨霝
𧢦	⺕㠯丿冖巾止見帚歸𠂤
𧢧	儿冂口山見隹冏崔巂𦉪
𧢨	⺕㐅一丿囗火見囟龱𤐫𦥑
𧢩	目目見隹䀠瞿
𧢪	丷小日見頁
𧢫	⺕㠯丿冖巾止見帚歸𠂤
𧢬	一儿土土土見見兀垚堯覞
𧢭	又目目見隹䀠瞿矍
𧢮	一一人人冂冂見鹿丙丙内内𪋘
𧢯	冫冫冫卝口口見隹𠃌𠃌𠃌习习习吅雈雚
𧢰	卝口口見隹吅雈雚
𧢱	⺕人人冖口口口工爻見雨从巫覺霝靈𦥑𦥯
𧢲	⺈人人冂仌
𧢳	乚角
𧢴	一亅角丁
𧢵	㇉一角丂
𧢶	匕角
𧢷	丶又角叉
𧢸	工角
𧢹	巾角
𧢺	弓角
𧢻	牛角
𧢼	爿角
𧢽	丿乚亻角化𠤎
𧢾	旡角
𧢿	一巾角巿
𧣀	攴角
𧣁	冘角
𧣂	㔾厂角厄
𧣃	巴角
𧣄	支角
𧣅	比角
𧣆	止角
𧣇	殳角
𧣈	牛角
𧣉	片角
𧣊	斤角
𧣋	人角介
𧣌	火角
𧣍	冖几角冗
𧣎	一幺角𢆰
𧣏	二勹角勻
𧣐	牙角
𧣑	甘角
𧣒	工角巨
𧣓	丶王角主
𧣔	石角
𧣕	人囗角囚
𧣖	匕宀角它
𧣗	十口角古
𧣘	角
𧣙	玄角
𧣚	冫弓角
𧣛	儿囗角四
𧣜	丘角
𧣝	乍角
𧣞	且角
𧣟	也角𠂉㐌
𧣠	一止角正
𧣡	夕夕角多
𧣢	艮角
𧣣	夕夕角多
𧣤	匕日角㫐
𧣥	儿八厶角兊公
𧣦	亠父角交
𧣧	大弓角夷
𧣨	角辰
𧣩	丿乀巾角𠂇乂布希
𧣪	⺌⺼角肖
𧣫	角足
𧣬	且冖角冝
𧣭	角豸
𧣮	角酉
𧣯	扌斤角折
𧣰	一一冂巳角囘
𧣱	幺戈角𢦙
𧣲	一角更
𧣳	角谷
𧣴	戈戈角戔
𧣵	一一丨丨冂角𠆢亼侖卄𠕁
𧣶	儿凹角兕
𧣷	冂口土角周
𧣸	又又又又角叕
𧣹	火火角炎
𧣺	⺊十日角卓早
𧣻	十口尸角古居
𧣼	一口戈角或
𧣽	角隹
𧣾	儿虍角虎
𧣿	立角𨐌
𧤀	亠口小角京
𧤁	八土夊角圥夌
𧤂	八土夊角圥夌
𧤃	一田角丌畀
𧤄	一丨人人儿角丄从
𧤅	一口戈角或
𧤆	小弓角尔弥
𧤇	一厶木角𠫓𣏋
𧤈	廿木角𣏼
𧤉	⺼口角𠃊𦙃
𧤊	刂角制
𧤋	幺幺廾角𢆶𢇂
𧤌	夕夕大角多奓
𧤍	丷亠冖巾角帝
𧤎	二宀曰角亘宣
𧤏	口耳角咠
𧤐	冂冂口角𠃍冎咼
𧤑	大臼角
𧤒	角革
𧤓	⺼工角𠂇左
𧤔	殳癶角癹
𧤕	丷角酉酋
𧤖	一田角𠄌畏
𧤗	山而角耑
𧤘	一日角龰是𤴓
𧤙	火禾角秋
𧤚	亠小日角亰
𧤛	一二人禾角三秦𡗗
𧤜	角鬲
𧤝	丶刀田角留
𧤞	丷亠冖方角旁
𧤟	气米角氣
𧤠	木舛角桀
𧤡	夊至角致
𧤢	丿角角𠄎乃
𧤣	十日艹角早草
𧤤	丿角隹𠄎乃隽
𧤥	文虍角虔
𧤦	冂口口角𠂇冋右𠳮
𧤧	殳虍角
𧤨	女宀日角安晏
𧤩	罒角眔
𧤪	丿角隹𠄎乃隽
𧤫	人虍角𠂆
𧤬	丿巳而角
𧤭	刀巴牛角解
𧤮	口口角𠂇𠂇右右
𧤯	一口囗戈角國或
𧤰	斗角豆㪷
𧤱	艹角辛莘
𧤲	灬角豕
𧤳	女才角妻
𧤴	士殳角𠃜声殸
𧤵	又土臣角堅臤
𧤶	心角豕
𧤷	爫角豕
𧤸	丿八又囗夂角
𧤹	扌角隹推
𧤺	大日耂角奢者
𧤻	艹角華
𧤼	一丷厂屮欠角䒑厥屰欮
𧤽	月角門閒
𧤾	儿冂口矛角冏矞𦉪
𧤿	山攴示角
𧥀	一一口口戈角或
𧥁	丿冂刀口牛角向解
𧥂	人羽角𠇍
𧥃	丷角豕阝㒸隊
𧥄	口戈耳角咠戢
𧥅	丿山角隹𠄎乃崔
𧥆	一冖士束角
𧥇	山角鬼嵬
𧥈	一人皿臣角監臥
𧥉	亠冖口角豕豪
𧥊	欠罒角眔
𧥋	羽角隹翟
𧥌	广角黃廣
𧥍	灬角鹿麃
𧥎	⺈人冂攴目角𢿌𥄎
𧥏	儿冂口角隹冏𦉪
𧥐	一丷土角食䒑養𦍌
𧥑	一一口口戈戈角或𢨋
𧥒	⺈⺈丶丶角免免兔兔
𧥓	⺈⺈丶口比角㲋免兔毚𠮥
𧥔	勹巴罒虫角蜀觸𦉶
𧥕	匕止角黽此
𧥖	一丶丶冂冂角鹿丽麗
𧥗	一一人人冂冂角鹿丙丙内内𪋘
𧥘	勹罒虫角隹蜀𦉶
𧥙	一一丿丿口口戈戈攴角咸咸戊戊戌戌觱
𧥚	一一丿丿口口戈戈攴角咸咸戊戊戌戌
𧥛	一一亠冂
𧥜	一一亠凵
𧥝	言𠃌
𧥞	丨言
𧥟	言𠃌
𧥠	九言
𧥡	廴言
𧥢	大言
𧥣	口言
𧥤	尸言
𧥥	巛言
𧥦	㇉一一言丂亏
𧥧	夕言
𧥨	言
𧥩	尢言
𧥪	一丨言𠃋丅𡕒
𧥫	言
𧥬	丿几言凢
𧥭	一九言
𧥮	一彑言互
𧥯	㸦言
𧥰	丿亻言𠄎乃仍
𧥱	二人言夫
𧥲	丿丿勹言勿
𧥳	一屮言㞢
𧥴	卩言卬
𧥵	日言
𧥶	王言
𧥷	一乙言𠂉
𧥸	牛言
𧥹	一丨二言三丰
𧥺	二勹言勻
𧥻	二勹言勻
𧥼	二厶言云
𧥽	一一言丌亓
𧥾	戈言
𧥿	水言
𧦀	又又言
𧦁	入入言
𧦂	大言
𧦃	乛亅言龴予
𧦄	氏言
𧦅	丿乀匸言乂区
𧦆	凵又言
𧦇	言
𧦈	户言
𧦉	丐言
𧦊	日言
𧦋	水言
𧦌	手言
𧦍	丿丿勹言勿
𧦎	丿口言
𧦏	言
𧦐	爪言
𧦑	亠几言亢
𧦒	一弓言
𧦓	片言
𧦔	几十言計
𧦕	几十言計
𧦖	丿乚凵言𡳾
𧦗	⺼言
𧦘	冂又言
𧦙	凵又言
𧦚	一幺言𢆰
𧦛	勹又言
𧦜	人小言尒
𧦝	乎言
𧦞	巾言𠂇布
𧦟	丿丿言之乏
𧦠	厂巳言
𧦡	厂干言厈
𧦢	㇉一口言丂号
𧦣	亠女言
𧦤	力口言加
𧦥	母言
𧦦	冉言
𧦧	也言𠂉㐌
𧦨	卜夕言外
𧦩	也匚言匜
𧦪	力工言功
𧦫	㠯言
𧦬	几工言
𧦭	也亻言他
𧦮	言
𧦯	一丿丿勹言勿
𧦰	立言
𧦱	穴言
𧦲	力口言加
𧦳	石言
𧦴	癶言
𧦵	田言
𧦶	一丿口言𠮛
𧦷	㐅勹言𠃊
𧦸	冂干言
𧦹	本言
𧦺	丘言
𧦻	㇉一丿八言丂兮
𧦼	瓜言
𧦽	小言尔
𧦾	又言叏
𧦿	一人冂言丙内
𧧀	瓦言
𧧁	㔾夕言夗
𧧂	小言𠂉尓
𧧃	言𦣝
𧧄	亠女言𠃊亡妄
𧧅	一史言吏
𧧆	㠯丿言𠂤
𧧇	丿木言𠄎乃朶
𧧈	糸言
𧧉	丿乚广言㡯七乇
𧧊	一巳言𠂆
𧧋	刂歹言列
𧧌	⺊一小言上尗
𧧍	西言
𧧎	⺊一一卜言上下𠧗
𧧏	口女言如
𧧐	一丿戈言戊戌
𧧑	丷亠厂言产
𧧒	朿言
𧧓	血言
𧧔	舟言
𧧕	子宀言字
𧧖	臼言
𧧗	丿乀儿凵言乂兇凶
𧧘	色言
𧧙	又言䚻
𧧚	言
𧧛	言
𧧜	网言
𧧝	厂牙言厊
𧧞	又爫言
𧧟	十戈言𢦏
𧧠	⺕⺕言
𧧡	八八厶言公
𧧢	亠言𠃊亡巟
𧧣	丿乀亠凵言㐫乂凶
𧧤	一丷大言关天
𧧥	曲言
𧧦	丿冂口言向
𧧧	网言
𧧨	几木言朵
𧧩	亠言亦
𧧪	聿言
𧧫	尸工言𡰱
𧧬	十戈言𢦏
𧧭	㐄夂言夅
𧧮	亠巛言𠃊亡
𧧯	儿言光
𧧰	臣言
𧧱	山彐言
𧧲	丿儿土言𡈼
𧧳	㐄大言𡗢
𧧴	人心言𠃊亾
𧧵	入入大言㚒𠓜
𧧶	人八干言余
𧧷	丶言求
𧧸	刂口言別𠮠
𧧹	亻八口言伿只
𧧺	土比言坒
𧧻	乍亻言作
𧧼	一夕宀言宐
𧧽	一丨二夂言三丰夆
𧧾	言貝
𧧿	子爻言
𧨀	人人土言从坐
𧨁	一丷丿土言䒑𦍌
𧨂	一亅亻口言丁何可
𧨃	言赤
𧨄	㇉一一艹言丂亏
𧨅	卝土言
𧨆	一厶言㐬𠫓
𧨇	尸木言杘
𧨈	人人工言从巫
𧨉	丿亠土言𠃊亡𡈼
𧨊	乍厂言厏
𧨋	一冂止言正
𧨌	一大大言
𧨍	亻八口言伿只
𧨎	二儿宀言元完
𧨏	且冖言冝
𧨐	女文言
𧨑	亅亠口言了亨
𧨒	一言更
𧨓	廴日言
𧨔	亠艹言𠃊亡芒
𧨕	⺈言免
𧨖	角言
𧨗	干火言㶣
𧨘	一廾彡言开形
𧨙	乚土土言𡉵
𧨚	土日言圼
𧨛	匕目言𥃩
𧨜	⺼口言肙
𧨝	儿冂口言冏𦉪
𧨞	大爫言
𧨟	言言
𧨠	又穴言
𧨡	⺕丿口言君尹
𧨢	卝干言
𧨣	入冂口言㕯內
𧨤	工日言
𧨥	日言
𧨦	一八皿言
𧨧	工言阝𠂇左
𧨨	丿山心言必
𧨩	一大言天忝
𧨪	攴月言
𧨫	丷大干言㚔𢆉
𧨬	一田言丌畀
𧨭	人臣言臥
𧨮	言阜
𧨯	一厶木言𠫓𣏋
𧨰	刂言制
𧨱	一广氏言底氐
𧨲	⺌冂口言冋尚
𧨳	⺊十日言卓早
𧨴	事言
𧨵	厂缶言厒
𧨶	丿大艹言夭芺
𧨷	⺼止言肯
𧨸	八言典
𧨹	彑氺言彔
𧨺	言
𧨻	一一丨丨亻八言供共卄龷
𧨼	⺊囗言卥
𧨽	亻寸言阝付附
𧨾	儿冖木言罙
𧨿	工白言
𧩀	亻夕夕言侈多
𧩁	水水言沝
𧩂	亠勹方言㫄
𧩃	爻艹言
𧩄	一人人工言从
𧩅	乚夂广言七
𧩆	土工言巨
𧩇	及心言
𧩈	户犬言戾
𧩉	广言庚
𧩊	㇉一一丷大言丂亏𡗜
𧩋	木木言林
𧩌	子皿言孟
𧩍	大日言𠃍夬
𧩎	丿丿勹日言勿易
𧩏	⺈八冫厂言厃詹
𧩐	人虍言
𧩑	⺼口言𠃊𦙃
𧩒	彡母言
𧩓	丿丿勹心言勿忽
𧩔	丷干广言𢆉
𧩕	女立言妾
𧩖	丑丑言
𧩗	厂尢工言
𧩘	言
𧩙	一廴日言旦
𧩚	大氺言
𧩛	㇉一勹日言丂旬
𧩜	廿木言𣏼
𧩝	手月言𦙚
𧩞	又耳言取
𧩟	八厶心言公忩
𧩠	⺄一丿白言𠘨
𧩡	⺌冂口言冋尚
𧩢	匕口止言呰此
𧩣	㐅丿囗巛言囟龱
𧩤	言面
𧩥	攵未言
𧩦	㇉一一又口言丂亟
𧩧	又广廿言度
𧩨	一亻矢言侯
𧩩	⺈厂矢言矦
𧩪	勹心言匆怱
𧩫	夕夕大言多奓
𧩬	言頁
𧩭	⺼工言𠂇左
𧩮	又宀火言叜灾
𧩯	一丷屮广言㡿䒑屰
𧩰	丿穴言之
𧩱	一丷尸廾言屏并开
𧩲	刂束言剌
𧩳	乍艹言苲
𧩴	匕尸木言尼
𧩵	言言誩
𧩶	丨刀大彡言㓞丯契
𧩷	㔾夕心言夗怨
𧩸	一口廾言𠆢亼合弇
𧩹	也方言𠂉㐌施
𧩺	彳艮言很
𧩻	一一二人大言三天奏𡗗
𧩼	夊至言致
𧩽	亠子言
𧩾	一人臣言臥
𧩿	一八弓弓言㢲弜
𧪀	工工己言
𧪁	也言辶𠂉㐌迤
𧪂	勹子日言㝁旬
𧪃	入言言
𧪄	亻言言信
𧪅	又女心言奴怒
𧪆	一亅口艹言丁可苛
𧪇	大耳言耷
𧪈	一丷刂月言䒑刖前
𧪉	大衣言
𧪊	⺊口灬言占
𧪋	丿心艹言必苾
𧪌	⺊⺕言龰
𧪍	日皿言昷
𧪎	口虫言虽
𧪏	一田言𠄌畏
𧪐	丷干艹言平苹
𧪑	言香
𧪒	水白言泉
𧪓	禺言
𧪔	刀刀罒言
𧪕	又言叚
𧪖	八工戈言
𧪗	丿人人凵十言从千𠚏
𧪘	一丷丿土工言䒑差𦍌
𧪙	刂山禾言利
𧪚	山言豆豈
𧪛	灬言烏
𧪜	一丷屮月言䒑屰朔
𧪝	匕禾言乘北
𧪞	厶土皿言去盍
𧪟	罒言眔
𧪠	疒矢言疾
𧪡	日老言耆
𧪢	气米言氣
𧪣	一亅灬言丞了氶烝
𧪤	攵虍言
𧪥	一亅虍言𠂆丁
𧪦	二冂羽言冃𦐇
𧪧	言𠁁
𧪨	言馬
𧪩	心自言息
𧪪	央皿言盎
𧪫	㐅丿囗比言囟龱𣬉
𧪬	糸言䚻
𧪭	丶刀田言留
𧪮	㇉一一大艹言丂亏夸荂
𧪯	㠯一丨口言中𠳋
𧪰	一丷丿土工言䒑差𦍌
𧪱	㇉一八勹日言丂兮旬𠣬
𧪲	㠯丿言辶追𠂤
𧪳	㐅丿囗心言囟恖龱
𧪴	山犭王言
𧪵	言鬼
𧪶	冖十子忄言孛悖
𧪷	丿乀廿斤言乂𠀠
𧪸	冉言
𧪹	宀言辛宰
𧪺	一言𠆢亼
𧪻	立立言竝
𧪼	口言貝員
𧪽	一一日言业亚晋
𧪾	丿子糸言孫系
𧪿	一井冉言𠀎
𧫀	人八衣言
𧫁	口土言𧘇袁𠮷
𧫂	子言車
𧫃	一一丨丨八言共卄恭龷
𧫄	言髟
𧫅	手虍言
𧫆	⺌儿冂口言党冋尚
𧫇	巛言貝𧴲
𧫈	一口月言𠆢亼合
𧫉	土土心言圭恚
𧫊	一口戈言彧𢦑
𧫋	一丷屮月言䒑屰朔
𧫌	刂月止言刖
𧫍	王自言𦤃
𧫎	二心欠言恣次
𧫏	言鬼
𧫐	⺼厶言龰
𧫑	及言𥫗笈
𧫒	亠人人十宀言从卒
𧫓	言鹵
𧫔	土言非𡌦
𧫕	示言祭
𧫖	田糸言累
𧫗	大爻爻言㸚爽
𧫘	儿儿言言誩
𧫙	儿言音竟
𧫚	冖巾言帶
𧫛	一丷土永言䒑羕𦍌
𧫜	旡言既
𧫝	㐅丿儿囗夊言囟龱𡕩
𧫞	尸言雨屚
𧫟	大言隹𠃋夨
𧫠	土大甘言
𧫡	穴至言窒
𧫢	丿亠土言𠃊亡望𡈼
𧫣	攵束言敕
𧫤	一言畢
𧫥	乚大广日言奄庵电
𧫦	匸殳矢言医殹
𧫧	一言酉𠆢亼今酓
𧫨	屮广目言
𧫩	入入廿言㒳㒼𠓜
𧫪	人虍言
𧫫	彐月殳言𣪏
𧫬	厂攵言
𧫭	一大大日言
𧫮	丿丿尸干干言屛幵幷
𧫯	匕工广言北
𧫰	广疌言𢈻
𧫱	十言音章
𧫲	户言
𧫳	⺊一丿小戈言上尗戊戚
𧫴	艹言𦰌
𧫵	丷二人十廾言卉夫龹
𧫶	一一丨丨冂山言𠆢亼侖卄崙𠕁
𧫷	束欠言欶
𧫸	皮言𥫗
𧫹	⺈一八厂言龴𠆢亼令厃詹
𧫺	二欠皿言次
𧫻	束言辶速
𧫼	言麻
𧫽	广廿火言炗𢉙
𧫾	丶亠口小尢言京尤就
𧫿	⺕口寸工言尋
𧬀	厶厶厶糸言厽絫
𧬁	十自言臯𠦂
𧬂	力口言貝加賀
𧬃	止止止言
𧬄	矢言身䠶
𧬅	尸日耂言屠者
𧬆	一一丷丷口土言䒑䒑善𦍌
𧬇	冖士言豆壹
𧬈	一口羽言𠆢亼合翕
𧬉	凵大屮日言出𣅽
𧬊	八斤言其斯
𧬋	弓殳癶言癹發
𧬌	口口口山言吅品喦
𧬍	丷亠冖口巾言啻帝
𧬎	厂禾禾言厤秝
𧬏	廾犬艹言莽𦬇
𧬐	而而言𦓔
𧬑	人人人人亻厂言从从𠂹𠈌
𧬒	二冂方罒言㬅冃
𧬓	⺄丷大干言㚔丮𡙕𢆉
𧬔	大木甘言
𧬕	十口言辛古辜
𧬖	文癶艹言
𧬗	八木言其
𧬘	日言門間
𧬙	一口宀田言富畐𠮛
𧬚	方由言阝
